combined_tagalog,english,difficulty,similarity_score,source
"Hindi sa dahiláng hindi nagdáramdam n~g gutom ang bagong galing sa sakit, hindî; cayâ gayó'y hinihintay ang pagdating n~g isang tao, at sinamantala ang sandaling hindi niyá macacaharap ang canyáng Argos (sa macatuwid baga'y ang hindi naglílicat n~g pagbabantay sa canyá saán man): ang oras n~g paghahapunan ni Linares.","It was not, indeed, that the convalescent was not hungry, no; but she was expecting the arrival of a certain person and was taking advantage of this moment when her Argus was not present, Linares' supper-hour.",Hard,0.6719,Noli Me Tangere
"Sa kay D. Custodio, ang kundiman, ang balitaw, ang kumintáng ay mg̃a tugtuging árabe, gaya rin namán ng̃ mg̃a titik sa pagsulat ng̃ matatandâng pilipino, at sa bagay na itó'y walâ siyáng pag-aalinlang̃an, kahì't hindî niya kilala ang árabe, ni hindî man siya nakákita ng̃ katitikang pilipino.","For him the native songs were Arabic music, as was also the alphabet of the ancient Filipinos - he was certain of this, although he did not know Arabic nor had he ever seen that alphabet.",Hard,0.6718,El Filibusterismo
Sukat na ang isáng salítâ niya upang mapasa tatapunán ang isáng batàng bagong pang̃anák ó máligtas sa kamatayan ang isáng binitay.,"A report from him is enough to deport a new-born babe or save from death a man with the noose about his neck.""",Hard,0.6718,El Filibusterismo
"Hindi nangyaring nacapanagumpay sa canya ang lubos na paniniwala n~g malaking cataasan, n~g dakilang camahalan at mataas na cahalagahang sa loob n~g ilang linggo'y cumacapit sa calooban n~g pinacamalaking bahagui sa canyang mga cababayan.","His stay in the country had not given him the conviction of grand superiority, of great valor, and of elevated importance that the greater part of his countrymen acquire in a few weeks.",Hard,0.6717,Noli Me Tangere
"Ang mg̃a nakabatíd ng̃ lihim ay hindî matapos tapos sa pagkakamanghâ, inihahabà ang mg̃a mukhâ, nang̃amumutlâ at kuntì nang nasiràan ng̃ isip ang marami nang mapag-alamán ang iláng bagaybagay na hindî nápuná.","Those who were on the inside were unable to get over their astonishment, they put on long faces, turned pale, and but little was wanting for many persons to lose their minds in realizing certain things that had before passed unnoticed.",Hard,0.6717,El Filibusterismo
"Ang tindíg niya'y makiyas, ugalìng banayad, magarà't mayamang mayaman. Kahì't nag-aaral ng̃ pag-aabogado upang magkaroon lamang ng̃ isáng _título académico_, ay may kabantugan siyá sa pagkamasipag mag-aral, at kung sa pagsasalitâ ng̃ alinsunod sa turòng páaralán ay hindî na máhuhulí sa ibáng mapaghamón sa pagtatalo sa loob ng̃ Unibersidad.","Although studying law only that he might have an academic degree, he enjoyed a reputation for diligence, and as a logician in the scholastic way had no cause to envy the most frenzied quibblers of the University faculty.",Hard,0.6717,El Filibusterismo
"Hindî kagaya ng̃ maraming harì sa Europa na nagtátagláy ng̃ kabunyîáng harì sa Jerusalém, pinaghaharì ni D. Custodio ang kaniyáng kalagayan at sinásamantalá ang lahát ng̃ mápapakinabang dito, ikinúkunót na mabuti ang kilay, pinalálakí ang boses, umuubó sa pagsasalitâ at madalás na siyá na lamang ang umuubos ng̃ isáng pagpupulong dahil sa pagsasalaysáy ng̃ isáng kabuhayan, paghaharáp ng̃ isáng panukalà ó paglaban sa isáng kasama na nákainipán niyá. Kahì't hindî pa siyá lumálampás sa apat na pûng taón ay nagsásalitâ na noong dapat dáw magdahandahan sa paggawâ ng̃ anomán, na iwan munang mahinóg ang bubót na bung̃a ng̃ _higuera_, at idinúdugtóng na marahan ¡mg̃a milón!--nagsasalitâ ng̃ ukol sa paglirip na mabuti at paglakad ng̃ marahan, ng̃ pang̃ang̃ailang̃ang kilalanin muna ang bayan, na ang mg̃a hîlig ng̃ indio ay paganitó, na ang karang̃alan ng̃ pang̃alang kastilà, na sa dahilang una muna ang mg̃a kastilà, na ang pananampalataya at ibp.","The opposite of the numerous kings of Europe who bear the title of King of Jerusalem, Don Custodio made his dignity felt and got from it all the benefit possible, often frowning, making his voice impressive, coughing out his words, often taking up the whole session telling a story, presenting a project, or disputing with a colleague who had placed himself in open opposition to him.",Hard,0.6717,El Filibusterismo
"XV SI G. PASTA Si Isagani ay naparoón sa bahay ng̃ abogado, isá sa mg̃a may tang̃ìng katalinuhan sa Maynilà na pinagtátanung̃an ng̃ mg̃a prayle sa kaniláng malalakíng kagipitan.","CHAPTER XV SEÑOR PASTA Isagani presented himself in the house of the lawyer, one of the most talented minds in Manila, whom the friars consulted in their great difficulties.",Hard,0.6716,El Filibusterismo
Gayon ang caniyang naguing anyo sa isang horas halos.,Thus nearly an hour passed.,Medium,0.6716,Noli Me Tangere
"¡Magandang gabí pô ""among""[85]!--ang unang sinabi ni Capitang Tiago, at canyáng hinagcan ang mga camáy n~g mga sacerdote, na pawang nacalimot n~g pagbebendicion.","Good evening, Padre!"" were the greetings of Capitan Tiago as he kissed the hands of the priests, who forgot to bestow upon him their benediction.",Hard,0.6715,Noli Me Tangere
Labíng limá......,"""Fifteen.""",Easy,0.6715,El Filibusterismo
"Ang mga musmós at ang mga matatandáng babae ang siyáng tunay na larawan n~g pagcamalabis na pagmimithíng macaalam n~g mga nangyayari sa ibabaw n~g lupà; ang mga batà'y sa malakíng pagnanais na macaalam, at ang mga matatandáng babae'y sa paghahan~gád na mag-alaala sa mga nacaraang panahón.",Children and old women are the representatives of curiosity in this world: the former from a wish to know things and the latter from a desire to recollect them.,Hard,0.6715,Noli Me Tangere
"Nang makita n~g cahabaghabag na Ariadna ang pagcápabayà sa canyá, namintacasi ring gaya n~g anác na babae ni Minos cay Baco at sa pakikipacatoto sa tabaco, na anó pa't nan~gin~ginom at humihitít n~g boong alab n~g loob, na hindi na lamang ang mga nagdádalaga ang sa canyá'y natatacot, cung di namán ang mga matatandang babae't ang mga batà.","The poor Ariadne, finding herself thus abandoned, also devoted herself, as did the daughter of Minos, to the cult of Bacchus and the cultivation of tobacco; she drinks and smokes with such fury that now not only the girls but even the old women and little children fear her.",Hard,0.6715,Noli Me Tangere
"Walâ kundî íisá lamang, ang sabi ng̃ bantóg na abogadong si G. Pasta na nároong dumalaw, ó isang kagalít ni D. Timoteo ó isáng kaagáw ni Juanito....","There couldn't have been more than one, as the celebrated lawyer Señor Pasta who was there on a visit declared - either an enemy of Don Timoteo's or a rival of Juanito's.""",Hard,0.6715,El Filibusterismo
¡walâng kailang̃an!,"Never!""",Easy,0.6714,El Filibusterismo
"Ang tibók ng̃ pusò ay babahagyâ.... ang pulsó ay mahinàngmahinà.... pagkain, ay hindî makakain ng̃ anómán,--ang tugóng marahan ni Basilio na malungkót ang ng̃itî--sa magmamadalîng araw ay pinagpapawisan ng̃ katakot-takot.","""The beating of his heart is scarcely perceptible, his pulse is very weak, his appetite entirely gone,"" replied Basilio in a low voice with a sad smile.",Hard,0.6714,El Filibusterismo
"Ito'y nakikipagbatian n~g mga ugaling salitâ n~g sandalíng iyon sa boong pulutóng; tila mandin sa canya'y walang bagay na naíiba sa guitnâ n~g salas na iyon, liban na lamang sa canyang pananamít na itím.","The young man himself at that moment was exchanging the conventional greetings with all in the group, nor did there seem to be any thing extraordinary about him except his mourning garments in the center of that brilliantly lighted room.",Hard,0.6714,Noli Me Tangere
"Pag-usiguin sa haráp n~g mga tribunal n~g Justicia ang ""maestro de obras"" (ang namamatnugot sa gawâ)!--ang siyang unang nasabi n~g Alcalde.","""Arrest the foreman on the work!"" was the first thing that the alcalde was able to say.",Hard,0.6713,Noli Me Tangere
"Sampô n~g alférez, bagá man siya'y lubháng dalá na sa mga pan~gan~garal ni Párì Salví, pumaroon din, sa pagpapatotoo niya n~g cagalin~gan n~g canyang loob at n~g cung mangyayari, macapanghiganti siyá sa mga pagbibigay galit na sa canyá'y guinawâ n~g cura.","Even the alferez, smarting under the preachments of Padre Salvi, would also attend in order to give evidence of his good-will and to recompense himself, if possible, for the bad spells the curate had caused him.",Hard,0.6713,Noli Me Tangere
Si Ben-Zayb ay ng̃umíng̃itî at nilálasáplasáp na ang samâ ng̃ loob na ibíbigay niya sa amerikano.,Zayb smiled in pleasant anticipation of the vexation he had prepared for the American.,Hard,0.6712,El Filibusterismo
"Walâng náhitâ si D. Primitivo sa kálalatín, si Martin Aristorenas ay nag-iíilíng, gayóng ang latín ni D. Primitivo ay madalîng máwatasan: sinasabi niyáng: _an gallus talisainus, acuto ~tarì~ armatus, an gallus beati Petri bulikus sasabung̃us sit_ at ibp., hanggáng sa ginamit na tulóy ang pang̃ang̃atwiran nang marami kung ibig magpatigil at magpapanalig.","Aristorenas shook his head, and that too when Don Primitivo's Latin was easy to understand, for he talked of an gallus talisainus, acuto tari armatus, an gallus beati Petri bulikus sasabung̃us sit, [63] and so on, until at length he decided to resort to the argument which many use to convince and silence their opponents.",Hard,0.6712,El Filibusterismo
"Hinaráp n~g mga matatandáng babae, gayón man, ang cura, upang makipagsalitaán sa canyá tungcól sa mga bagay na nauucol sa religión; datapuwa't hindî marahil minámagaling ni fray Salví ang lugar na kinálalagyan at ang capanahunang iyón, cayâ n~gâ't pawang mga malalábò ang caniyáng mga isinásagot at mapapanglaw at may gálit na hálò, at ang canyang mga matáng hindî tumitin~gin man lamang sa canyáng mga kinacausap ay nagpapalin~gaplin~gap sa magcabicábilâ.","The old women, however, surrounded the curate in order to converse with him about spiritual matters, but Fray Salvi apparently did not consider the place and time appropriate, for he gave vague answers and his sad, rather bored, looks wandered in all directions except toward his questioners.",Hard,0.6712,Noli Me Tangere
"Ang mga pader n~g salas na iyó'y pinaputî n~g pintáng ápog at punóng-punô n~g mga dibujong úling ang iguinúhit na humiguít cumúlang ang capan~gitan, humiguít cumúlang ang casalaulàan, na may mga cahalong paunawang súlat upang mapag-unáwang magalíng ang mga cahulugán noón.","Its whitewashed walls were covered with drawings in charcoal, more or less ugly and obscene, with inscriptions to complete their meanings.",Hard,0.6712,Noli Me Tangere
"Ang mga pagtitiis n~g hirap, ang mga samâ n~g loob, ang mga pagdarálitâ sa bilangguan, ó ang canyáng pagpipighatî n~g canyáng mapanood ang gayóng caraming gumaganti n~g catampalasanan sa guinawâ niyá sa caniláng mga cagalin~gan, ang siyáng sumirà sa catibayan n~g canyáng catawang bacal, at dinapúan siyá, niyáng sakít na ang libin~gan lamang ang nacagagamot.","""The sufferings, the worries, the hard life in the prison, or the pain of seeing so much ingratitude, broke your father's iron constitution and he fell ill with that malady which only the tomb can cure.",Hard,0.6712,Noli Me Tangere
"Hindî iyán ang sinasabi ko, Sandoval--ang sagót ni Pecson na sa pagtawa'y ipinatátanáw halos ang kaniyáng hulíng bagáng--sa ganáng akin, ang General, ay may sariling kapasiyahán, itó ng̃â, ang kápasiyahán sa lahát ng̃ nasa abót ng̃ kaniyang kamáy......","""I didn't say that, Sandoval,"" replied Pecson, grinning until he exposed his wisdom-tooth.",Hard,0.6711,El Filibusterismo
"Dî yatà't ang apó niyáng yaón na ayaw niyáng palalakarin sa init ng̃ araw upang huwag masunog ang balát, si Hulîng may maliliít na dalirì at mapuláng sakong, ¡dî yatà! ang binibining yaón na siyáng pinakamagandá sa nayon at marahil ay sa boong bayan, na lagì nang tinátapatán ng̃ mg̃a binatàng nagtutugtugan at nagkakantahan, ¡dî yatà! ang bugtóng niyáng apó, ang kabugtóng niyáng anák, ang tang̃ìng lugód ng̃ malabò niyáng paning̃ín, yaong pinang̃arap niyáng nakasayang mahabà, nagsasalitâ ng̃ wikàng kastilà at nagpapaypáy ng̃ pamaspás na may mg̃a pintá, na kagaya ng̃ mg̃a anák ng̃ mayaman, ¿yaón ang papasók na alilàng kagagalitan at pagwiwikàan, upang masirà ang kanyáng mg̃a dalirì, upang mákatulog sa kahì't saang sulok at mágisíng nang walâng patumangâ?","What, his only granddaughter, the sole joy of his fading eyes, she whom he had dreamed of seeing dressed in a long skirt, talking Spanish, and holding herself erect waving a painted fan like the daughters of the wealthy - she to become a servant, to be scolded and reprimanded, to ruin her fingers, to sleep anywhere, to rise in any manner whatsoever!",Hard,0.6711,El Filibusterismo
"Si aling Patrocinio, ang dating katunggalî ni kapitáng Tiago sa pagkamasambahin, ay tunay na tunay na nagnasàng mamatáy namán sa kinabukasan upang makapagpagawâ ng̃ mg̃a exequias na lalò pang malakí kay sa roon.","Doña Patrocinio, the ancient rival of Capitan Tiago in religiosity, actually wanted to die on the next day, so that she might order even more sumptuous obsequies.",Hard,0.6711,El Filibusterismo
At iniwan ng̃ walâng paalam ang dalawáng magkaibigan.,"So, without any word of excuse, he left the two friends.",Easy,0.671,El Filibusterismo
"Sandalíng tumungháy upang siyá'y magsáwa sa libác at pag-amís: nakita niyang ang mga táo'y maláyò, totoong maláyò sa canyá; gayôn ma'y náramdaman niyá ang calamigán n~g caniláng tin~gin at canyang náririn~gig ang caniláng mga bulungbulun~gan.","She raised her eyes for a moment to get her fill of scorn and hate, but saw the people far, far away.",Hard,0.671,Noli Me Tangere
¡Pumápanhic iyón!,"""She's going in!",Easy,0.671,Noli Me Tangere
Natatalastas n~g mga filipino cung anó ang cahulugán n~g salitáng itó; isinasatagalog nilá sa sabing _timbain._ Hindi namin maalaman cung sino cayâ ang nacaisip n~g ganitóng gawâ.,The Filipinos know what this means: in Tagalog they call it _timbaín_.,Hard,0.671,Noli Me Tangere
¡Si Psiquis at si Cupido na dumatíng sa Olimpo!--ang binuko sa sarili ni Ben-Zayb at itinalâ niyang mabuti sa pag-iisip ang pag-aanyô upang bitiwan sa lalòng katampatang sandalî.,"""Cupid and Psyche appearing on Olympus,"" thought Ben-Zayb, making a mental note of the comparison to spring it at some better opportunity.",Hard,0.671,El Filibusterismo
